D:\Ivan\Test_data\Katipunan\test/VID_20200705_161518_crop.mp4,791,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200708_161553_crop.mp4,744,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200711_161516_crop.mp4,744,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200714_161511_crop.mp4,481,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200717_161614_crop.mp4,531,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200720_161556_crop.mp4,626,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200723_161518_crop.mp4,691,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200726_161509_crop.mp4,744,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200729_161519_crop.mp4,614,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200801_161505_crop.mp4,666,0.9984
D:\Ivan\Test_data\Katipunan\test/VID_20200509_161540_crop.mp4,332,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200512_161525_crop.mp4,287,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200515_161547_crop.mp4,211,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200521_161542_crop.mp4,512,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200530_161507_crop.mp4,591,0.9985
D:/Ivan/Test_data/Katipunan/test/VID_20200602_161933_crop.mp4,603,0.9985
D:/Ivan/Test_data/Katipunan/test/VID_20200605_161506_crop.mp4,482,0.9985
D:/Ivan/Test_data/Katipunan/test/VID_20200611_161534_crop.mp4,953,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200614_161517_crop.mp4,634,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200617_161508_crop.mp4,1211,0.9985
D:/Ivan/Test_data/Katipunan/test/VID_20200620_161507_crop.mp4,749,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200705_161518_crop.mp4,786,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200708_161553_crop.mp4,730,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200711_161516_crop.mp4,739,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200714_161511_crop.mp4,473,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200717_161614_crop.mp4,511,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200720_161556_crop.mp4,626,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200723_161518_crop.mp4,679,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200726_161509_crop.mp4,744,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200729_161519_crop.mp4,607,0.9985
D:\Ivan\Test_data\Katipunan\test/VID_20200801_161505_crop.mp4,656,0.9985
